魚の名前,英名,保存した画像ファイル名,分類,解説,image2,image3
アカマツカサ,Blotcheye soldierfish,akamatsukasa5.jpg,イットウダイ科,"全長：30cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：千葉県以南の南日本
レア度：★☆☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",akamatsukasa1.jpg,akamatsukasa2.jpg
ベニマツカサ,Whitetip soldierfish,benimatsukasa1.jpg,イットウダイ科,"全長：20cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：琉球列島以南
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",benimatsukasa3.jpg,benimatsukasa2.jpg
ナミマツカサ,-,namimatsukasa1.jpg,イットウダイ科,"全長：20cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：琉球列島以南
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
クラカケエビス,Silverspot squirrelfish,kurakakeebisu3.jpg,イットウダイ科,"全長：25cm
生息：サンゴ礁や岩礁帯に生息する
分布：高知県以南の南日本
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",kurakakeebisu1.jpg,kurakakeebisu2.jpg
マルマツカサ,Doubletooth soldierfish,marumatsukasa2.jpg,イットウダイ科,"全長：20cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：東アフリカからフィリピン、オーストラリア
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",marumatsukasa1.jpg,欠損
アカマツカサ属の１種,-,akamatsukasa1-1.jpg,イットウダイ科,"全長：25cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：-
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★☆☆☆
Myripristis
earlei
に似ているけどどうだろ…",akamatsukasa1-2.jpg,欠損
ヒレグロイットウダイ,Blackfin squirrelfish,hireguroittodai1.jpg,イットウダイ科,"全長：30cm
生息：サンゴ礁や岩礁帯に生息する
分布：琉球列島以南
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",hireguroittodai2.jpg,欠損
ウケグチイットウダイ,Sammara squirrelfish,ukeguchiittodai1.jpg,イットウダイ科,"全長：25cm
生息：サンゴ礁や岩礁帯に生息する
分布：静岡県以南の南日本
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",ukeguchiittodai2.jpg,欠損
キビレマツカサ,Yellowfin soldierfish,kibirematsukasa1.jpg,イットウダイ科,"全長：25cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：高知県以南の南日本
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
コガネマツカサ,Scarlet soldierfish,koganematsukasa1.jpg,イットウダイ科,"全長：20cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：高知県以南の南日本
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
セグロマツカサ,Lattice soldierfish,seguromatsukasa1.jpg,イットウダイ科,"全長：20cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：琉球列島以南
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
スミツキカノコ,Blackspot squirrelfish,sumitsukikanoko2.jpg,イットウダイ科,"全長：25cm
生息：サンゴ礁や岩礁帯に生息する
分布：高知県以南の南日本
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",sumitsukikanoko1.jpg,欠損
クロオビマツカサ,Shoulderbar soldierfish,kuroobomatsukasa3.jpg,イットウダイ科,"全長：20cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：高知県以南の南日本
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",kuroobomatsukasa1.jpg,kuroobomatsukasa2.jpg
ツマグロマツカサ,Shadowfin soldierfish,tsumaguromatsukasa1.jpg,イットウダイ科,"全長：30cm
生息：サンゴ礁や岩礁帯の洞穴などの暗い場所に生息する
分布：琉球列島、インドから西部太平洋
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
スリースポットスコーレルフィッシュ,Three-spot squirrelfish,threespotsquirrelfish1.jpg,イットウダイ科,"全長：18cm
生息：サンゴ礁や岩礁帯に生息する
分布：アンダマン海からオーストラリア
レア度：★★★★☆

人気：★★☆☆☆
撮り易さ：★★★☆☆",threespotsquirrelfish2.jpg,threespotsquirrelfish3.jpg
カエルアンコウ,Striated frogfish,kaeruankou6.jpg,カエルアンコウ科,"全長：20cm
生息：岩礁帯や砂底に生息する。
分布：東部太平洋を除く世界の温熱帯域に分布。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★★☆

胸鰭を足のように動かし、海底を歩いて移動する。口の上のエスカ（疑似餌）を動かし、小魚をおびき寄せて捕食する。
毛がふさふさなバージョン
もいる。",kaeruankou4.jpg,kaeruankou2.jpg
イロカエルアンコウ,Painted frogfish,irokaeruankou6.jpg,カエルアンコウ科,"全長：16cm
生息：岩礁帯や砂底に生息する。
分布：インドから太平洋に広く分布。
レア度：★★☆☆☆
人気：★★★★☆

撮り易さ：★★★★☆

胸鰭を足のように動かし、海底を歩いて移動する。口の上のエスカ（疑似餌）を動かし、小魚をおびき寄せて捕食する。",irokaeruankou5.jpg,irokaeruankou1.jpg
ベニカエルアンコウ,Spotfin frogfish,benikaeruankou6.jpg,カエルアンコウ科,"全長：10cm
生息：岩礁帯や砂底に生息する。
分布：南日本、インドから西部太平洋に分布。
レア度：★★☆☆☆
人気：★★★★☆

撮り易さ：★★★★☆

胸鰭を足のように動かし、海底を歩いて移動する。口の上のエスカ（疑似餌）を動かし、小魚をおびき寄せて捕食する。",benikaeruankou1.jpg,benikaeruankou2.jpg
オオモンカエルアンコウ,Commerson's frogfish,oomonkaeruankou2.jpg,カエルアンコウ科,"全長：35cm
生息：岩礁帯や砂底に生息する。
分布：インドから太平洋に広く分布。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★★☆

胸鰭を足のように動かし、海底を歩いて移動する。口の上のエスカ（疑似餌）を動かし、小魚をおびき寄せて捕食する。",oomonkaeruankou6.jpg,oomonkaeruankou7.jpg
ソウシカエルアンコウ,Calico frogfish,soushikaeruankou1.jpg,カエルアンコウ科,"全長：30cm
生息：岩礁帯や砂底に生息する。
分布：南日本、インドから西部太平洋に分布。
レア度：★★★☆☆
人気：★★★☆☆
撮り易さ：★★★★☆

胸鰭を足のように動かし、海底を歩いて移動する。口の上のエスカ（疑似餌）を動かし、小魚をおびき寄せて捕食する。",欠損,欠損
カエルアンコウモドキ,Tuberculated frogfish,kaeruankoumodoki1.jpg,カエルアンコウ科,"全長：9cm
生息：岩礁帯や砂底に生息する。
分布：南日本、インドから中部太平洋でまれに報告されている。
レア度：★★★★★
人気：★★★★★
撮り易さ：★★★★★
伊豆半島以南の日本やインド洋、ハワイ諸島などでまれに見られる。頭部にある竿状の棘先にエスカ（ひらひらの皮弁）が無いことで他のカエルアンコウと区別できる。",kaeruankoumodoki2.jpg,kaeruankoumodoki3.jpg
カエルアンコウ（ヘアリー）,Striated frogfish,kaeruankou-hairy2.jpg,カエルアンコウ科,"全長：20cm
生息：岩礁帯や砂底に生息する。
分布：東部太平洋を除く世界の温熱帯域に分布。
レア度：★★★★★
人気：★★★★★
撮り易さ：★★★★☆

ノーマルバージョン
は毛が無い。",kaeruankou-hairy3.jpg,kaeruankou-hairy1.jpg
クマドリカエルアンコウ,Warty frogfish,kumadorikaeruankou1.jpg,カエルアンコウ科,"全長：10cm
生息：岩礁帯や砂底に生息する。
分布：南日本、インドから西部太平洋に分布。
レア度：★★★☆☆
人気：★★★★★
撮り易さ：★★★★☆

胸鰭を足のように動かし、海底を歩いて移動する。口の上のエスカ（疑似餌）を動かし、小魚をおびき寄せて捕食する。",kumadorikaeruankou3.jpg,kumadorikaeruankou2.jpg
カゴカキダイ,Stripey,kagokakidai4.jpg,カゴカキダイ科,"全長：20cm
生息：潮通しの良い岩礁域に生息する。
分布：青森県以南、オーストラリアやハワイに分布する。
レア度：★☆☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",kagokakidai2.jpg,kagokakidai1.jpg
アナハゼ,Perch sculpin,anahaze4.jpg,カジカ科,"全長：21cm
生息：浅海の岩礁域、潮間帯
分布：北海道南西部以南に分布する。伊豆半島に多い。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",anahaze5.jpg,anahaze1.jpg
アヤアナハゼ,Marbied blenny sculpin,ayaanahaze2.jpg,カジカ科,"全長：15cm
生息：浅海の岩礁域、潮間帯
分布：本州以南に分布する。
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",ayaanahaze1.jpg,欠損
オビアナハゼ,Banded blenny sculpin,obianahaze2.jpg,カジカ科,"全長：15cm
生息：浅海の岩礁域、潮間帯
分布：本州以南に分布する。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",obianahaze5.jpg,obianahaze4.jpg
アサヒアナハゼ,Sunrise sculpin,asahianahaze2.jpg,カジカ科,"全長：16cm
生息：浅海の岩礁域、潮間帯
分布：北海道南西部以南
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",asahianahaze1.jpg,欠損
オオカマス,barracuda,ookamasu1.jpg,カマス科,"全長：90cm
生息：サンゴ礁域、沿岸浅瀬
分布：琉球列島、インド洋から西太平洋
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",欠損,欠損
オニカマス,Great  barracuda,onikamasu4.jpg,カマス科,"全長：165cm
生息：サンゴ礁域、沿岸浅瀬
分布：東部太平洋を除く全世界の熱帯域
レア度：★★☆☆☆
人気：★★★★☆

撮り易さ：★★★☆☆",onikamasu1.jpg,onikamasu5.jpg
アカカマス,Red barracuda,akakamasu1.jpg,カマス科,"全長：30cm
生息：沿岸浅所に生息する。
分布：関東地方から九州、東シナ海など
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",akakamasu2.jpg,欠損
オオメカマス,barracuda,oomekamasu3.jpg,カマス科,"全長：65cm
生息：サンゴ礁域、沿岸浅瀬
分布：琉球列島、インド洋から西太平洋
レア度：★★★☆☆
人気：★★☆☆☆
撮り易さ：★★★☆☆",oomekamasu1.jpg,oomekamasu2.jpg
ホソカマス,Australian barracuda,hosokamasu1.jpg,カマス科,"全長：50cm
生息：サンゴ礁域などの沿岸に群れで生息する。
分布：琉球列島、インド洋から太平洋
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",欠損,欠損
タイワンカマス,Yellowtail barracuda,taiwankamasu4.jpg,カマス科,"全長：40cm
生息：サンゴ礁域などの沿岸に群れで生息する。
分布：琉球列島、インド洋から西太平洋
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆",taiwankamasu5.jpg,taiwankamasu2.jpg
ヤマトカマス,Japanese barracuda,yamatokamasu1.jpg,カマス科,"全長：30cm
生息：沿岸浅所に生息する。
分布：関東地方から九州、東シナ海など
レア度：★★☆☆☆
人気：★★☆☆☆
撮り易さ：★★☆☆☆",欠損,欠損
ピックハンドルバラクーダ,Pickhandle barracuda,pickhandlebarracuda1.jpg,カマス科,"全長：150cm
生息：サンゴ礁域などの沿岸に群れで生息する。
分布：東アフリカからオーストラリア
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★☆☆",欠損,欠損
タイマイ,Hawksbill turtle,taimai1.jpg,カメ目,"全長：120cm
生息：熱帯や亜熱帯にあるサンゴ礁が発達した海洋に生息する
分布：インド洋、大西洋、太平洋
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★★☆
",taimai5.jpg,taimai7.jpg
アオウミガメ,Green turtle,aoumigame12.jpg,カメ目,"全長：100cm
生息：熱帯から亜熱帯にかけての水深の浅い沿岸域に生息する
分布：インド洋、大西洋、太平洋
レア度：★★☆☆☆
人気：★★★★☆

撮り易さ：★★★★☆

小笠原諸島や南西諸島などの砂浜で夜に産卵する。",aoumigame11.jpg,aoumigame10.jpg
カミソリウオ,Pobust ghost pipefish,kamisoriuo6.jpg,カミソリウオ科,"全長：15cm
生息：岩礁、サンゴ礁周辺の砂底に生息する。
分布：房総半島以南、インド洋から西太平洋
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★★☆

ちぎれた海草編に擬態する。",kamisoriuo8.jpg,kamisoriuo7.jpg
ニシキフウライウオ,Ornate ghost pipefish,nishikifuuraiuo1.jpg,カミソリウオ科,"全長：12cm
生息：岩礁、サンゴ礁域に生息する。
分布：房総半島以南、インド洋から西太平洋
レア度：★★★☆☆
人気：★★★★☆

撮り易さ：★★★★☆

ヤギ類やウミトサカ類、ウミシダ類のそばでよく見られる。",nishikifuuraiuo2.jpg,nishikifuuraiuo3.jpg
マチェテ,Machete,machete1.jpg,カライワシ科,"全長：90cm
生息：浅い砂底域や汽水域に群れで生活する。
分布：東部太平洋
レア度：★★★★★
人気：★★★☆☆
撮り易さ：★★★☆☆
Pacific
ladyfishやPacific
tenpounder
とも呼ばれる。",machete2.jpg,machete3.jpg
カタクチイワシ,Japanese anchovy,katakuchiiwashi2.jpg,カタクチイワシ科,"全長：14cm
生息：沿岸から沖合の表層を群れで遊泳する。
分布：北海道以南、南シナ海西太平洋に分布する。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★☆☆☆
肥料などとしても重要な魚である。日本では煮干しや刺身で食べられている。",katakuchiiwashi3.jpg,katakuchiiwashi1.jpg
テングダイ,Striped boarfish,tengudai1.jpg,カワビシャ科,"全長：50cm
生息：岩礁域に生息する。
分布：関東地方以南、太平洋に分布する。
レア度：★★☆☆☆
人気：★★★☆☆
撮り易さ：★★★☆☆",tengudai2.jpg,欠損
